,Unnamed: 0,title,keywords,rating,genres
35,35,A Murder of Quality,"['killed', 'kept', 'cause', 'suspects', 'job', 'small', 'letter', 'delusional', 'police', 'murdered', 'brother', 'based', 'subject', 'gap', 'lead', 'search', 'school', 'mistrust', 'estranged', 'talk', 'local', 'many', 'smiley', 'christian', 'investigate', 'gossip', 'confession', 'schools', 'kill', 'famous', 'officer', 'reader', 'second', 'one', 'home', 'focus', 'believe', 'killer', 'effort', 'boarding', 'woman', 'failure', 'common', 'town', 'great', 'claims', 'rural', 'boy', 'husband', 'odd', 'resemblance', 'makes', 'hiding', 'le', 'possible', 'evidence', 'geography', 'deal', 'place', 'vindictiveness', 'homosexuality', 'finding', 'alibi', 'wartime', 'call', 'trying', 'get', 'witness', 'teacher', 'professor', 'time', 'number', 'murder', 'bear', 'wife', 'george', 'miss', 'real', 'goes']",3.0,['mystery']
36,36,Iggie's House,"['family', 'friends', 'old', 'winnie', 'support', 'community', 'another', 'live', 'considering', 'sign', 'petition', 'pressure', 'becomes', 'moving', 'three', 'go', 'black', 'away', 'really', 'next', 'makes', 'friend', 'nails', 'though', 'raise', 'argument', 'best', 'stowaway', 'parents']",5.0,"['childrens', 'literature', 'young', 'adult', 'literature']"
37,37,Forever,"['responsibility', 'rod', 'emotional', 'michael', 'separated', 'start', 'shower', 'summer', 'message', 'relationship', 'depressed', 'painful', 'sex', 'visit', 'says', 'high', 'different', 'middle', 'sexually', 'physical', 'issue', 'hang', 'book', 'romantic', 'bedroom', 'mother', 'giving', 'surprise', 'go', 'believes', 'older', 'comes', 'common', 'uncertainty', 'boy', 'curtain', 'depression', 'breaking', 'friend', 'life', 'necklace', 'news', 'year', 'health', 'intimacy', 'grade', 'moral', 'act', 'senior', 'birthday', 'work', 'teenager', 'two', 'new', 'love', 'tennis']",3.0,"['childrens', 'literature', 'young', 'adult', 'literature', 'fiction', 'romance']"
38,38,The Return,"['stories', 'situation', 'david', 'lying', 'president', 'trapped', 'large', 'getting', 'strange', 'calling', 'commanding', 'launch', 'screaming', 'blood', 'coming', 'pack', 'back', 'battles', 'bully', 'one', 'appears', 'really', 'invasion', 'accounts', 'failing', 'time', 'offer', 'stay', 'flying', 'deeds', 'like', 'desire', 'small', 'living', 'begins', 'following', 'attacks', 'says', 'impression', 'school', 'scoop', 'thinking', 'cold', 'manipulation', 'well', 'free', 'weak', 'attitude', 'cash', 'revealed', 'notes', 'bleeding', 'house', 'white', 'helicopter', 'going', 'scientists', 'away', 'making', 'events', 'fly', 'army', 'internet', 'boy', 'manipulate', 'climbing', 'bird', 'offering', 'current', 'places', 'stream', 'without', 'reality', 'fate', 'help', 'stolen', 'apart', 'boat', 'ultimate', 'good', 'taking', 'succession', 'form', 'tell', 'island', 'leader', 'kill', 'cube', 'version', 'reason', 'stop', 'recurrence', 'rat', 'returned', 'part', 'light', 'dollars', 'telling', 'far', 'scare', 'brief', 'fight', 'escape', 'barn', 'human', 'told', 'fake', 'sweat', 'rats', 'fool', 'leave', 'tour', 'feeling', 'book', 'front', 'talking', 'running', 'betrayed', 'recurring', 'metal', 'dreams', 'grizzly', 'open', 'red', 'claims', 'outside', 'revenge', 'switching', 'event', 'two', 'set', 'meet', 'disillusioned', 'real']",10.0,"['science', 'fiction', 'speculative', 'fiction', 'fiction', 'suspense']"
39,39,More Die of Heartbreak,"['stories', 'dealing', 'women', 'sense', 'literary', 'society', 'hopes', 'lives', 'phone', 'knowledge', 'wild', 'businesses', 'difficulties', 'african', 'mother', 'colleagues', 'take', 'scheming', 'partner', 'order', 'controlled', 'one', 'fetish', 'changes', 'older', 'woman', 'attractive', 'behavior', 'calm', 'wedding', 'aged', 'professional', 'call', 'times', 'theme', 'tower', 'uncle', 'living', 'fair', 'years', 'make', 'rich', 'stimulation', 'appeals', 'strip', 'nature', 'lecture', 'kyoto', 'ever', 'revealed', 'father', 'three', 'thin', 'beauty', 'kind', 'planned', 'shoulders', 'protagonist', 'bid', 'turkey', 'executor', 'without', 'goods', 'help', 'made', 'courting', 'left', 'selling', 'man', 'complex', 'relationship', 'sex', 'overview', 'another', 'neighbor', 'sexual', 'north', 'fact', 'raising', 'wanted', 'legs', 'overt', 'daughter', 'bruises', 'refused', 'around', 'country', 'next', 'profit', 'returned', 'incident', 'loving', 'marriage', 'advantage', 'conversation', 'settle', 'show', 'land', 'drinking', 'light', 'wife', 'part', 'dollars', 'see', 'step', 'accidental', 'ticket', 'human', 'helping', 'discussion', 'regret', 'point', 'many', 'dad', 'accepting', 'refugee', 'middle', 'matilda', 'book', 'seeing', 'perception', 'return', 'home', 'intellectual', 'company', 'change', 'japanese', 'husband', 'doctor', 'makes', 'must', 'hit', 'two', 'seattle']",8.0,[]
40,40,Vector,"['biological', 'obese', 'use', 'havoc', 'city', 'big', 'prisoner', 'retribution', 'tension', 'militant', 'attack', 'american', 'lives', 'knowledge', 'dealer', 'million', 'exotic', 'turns', 'manhattan', 'death', 'well', 'montgomery', 'unusual', 'happy', 'technician', 'still', 'wealthy', 'greek', 'yuri', 'heels', 'investigate', 'forensic', 'deaths', 'colleagues', 'ending', 'force', 'solving', 'weapons', 'black', 'nation', 'de', 'believes', 'appears', 'planned', 'woman', 'failure', 'russian', 'young', 'away', 'adoptive', 'cab', 'soviet', 'last', 'first', 'breakthrough', 'series', 'disgruntled', 'suspicious', 'succeeds', 'driver', 'former', 'program', 'jews', 'capacity', 'unexpected', 'time', 'witness', 'york', 'doctors', 'able', 'two', 'jack', 'new', 'medical', 'pair']",7.84,"['thriller', 'speculative', 'fiction', 'fiction']"
41,41,The Da Vinci Code,"['captain', 'vial', 'women', 'use', 'meaning', 'sir', 'men', 'police', 'forced', 'source', 'subject', 'search', 'jesus', 'someone', 'vault', 'destroying', 'bishop', 'used', 'night', 'grandfather', 'ceremony', 'deposit', 'expert', 'along', 'blood', 'chanting', 'take', 'isaac', 'second', 'order', 'one', 'holy', 'opening', 'riddle', 'dead', 'woman', 'master', 'ancient', 'marie', 'praise', 'witnesses', 'child', 'time', 'written', 'teacher', 'professor', 'magdalene', 'louvre', 'secretly', 'grand', 'final', 'killed', 'authority', 'pagan', 'artwork', 'small', 'message', 'years', 'masks', 'says', 'ritual', 'box', 'turns', 'found', 'erased', 'revealed', 'house', 'jacques', 'branch', 'westminster', 'ten', 'location', 'pyramid', 'making', 'harvard', 'figures', 'guardian', 'hiding', 'paris', 'mary', 'help', 'letters', 'working', 'tomb', 'wearing', 'piece', 'reveals', 'left', 'cryptic', 'man', 'buried', 'fatally', 'shot', 'another', 'estranged', 'innocent', 'keystone', 'museum', 'newton', 'form', 'estrangement', 'depository', 'inverted', 'tell', 'fertility', 'bones', 'opus', 'combination', 'safe', 'believes', 'vinegar', 'widow', 'town', 'country', 'dei', 'spell', 'last', 'series', 'descendant', 'possible', 'vitruvian', 'shoot', 'center', 'drew', 'private', 'ruin', 'christ', 'clues', 'died', 'murder', 'discover', 'grail', 'curator', 'see', 'contact', 'arrested', 'wishes', 'car', 'told', 'married', 'spring', 'robert', 'trio', 'goddess', 'accident', 'puzzle', 'body', 'front', 'removes', 'rite', 'go', 'home', 'bank', 'leading', 'saying', 'secret', 'given', 'group', 'inside', 'troubled', 'people', 'gunpoint', 'note', 'rush', 'flight', 'memories', 'basement', 'glass', 'love', 'real']",3.0,"['thriller', 'conspiracy', 'fiction', 'detective', 'fiction', 'speculative', 'fiction', 'mystery', 'crime', 'fiction', 'fiction', 'suspense']"
42,42,A Cry in the Night,"['city', 'apart', 'starts', 'lives', 'uneasy', 'image', 'begins', 'married', 'marry', 'truth', 'carrying', 'within', 'single', 'divorced', 'leave', 'falls', 'pregnant', 'minnesota', 'planning', 'ripped', 'trip', 'plans', 'return', 'past', 'scandal', 'long', 'home', 'baby', 'jenny', 'feel', 'dead', 'growing', 'around', 'artist', 'obsession', 'husband', 'fear', 'physically', 'pregnancy', 'child', 'marriage', 'without', 'trying', 'york', 'two', 'working', 'happily', 'new', 'set', 'love']",8.0,"['thriller', 'science', 'fiction', 'speculative', 'fiction', 'mystery', 'fantasy', 'fiction', 'suspense']"
43,43,The Fury,"['like', 'winter', 'death', 'girl', 'fact', 'teenage', 'father', 'reject', 'coat', 'robin', 'peter', 'victim', 'boy', 'son', 'powers', 'trying', 'get', 'though', 'come', 'telepathy', 'psychic']",3.0,"['thriller', 'speculative', 'fiction', 'horror']"
44,44,Topaz,"['michael', 'friends', 'american', 'plot', 'information', 'fight', 'seeking', 'spy', 'cold', 'mole', 'book', 'union', 'asylum', 'alleged', 'way', 'main', 'fast', 'russian', 'french', 'story', 'soviet', 'ring', 'intelligence', 'evidence', 'president', 'characters', 'get', 'america', 'reveals', 'goes']",5.0,"['thriller', 'fiction']"
45,45,Edinburgh: A Novel,"['director', 'emotional', 'big', 'american', 'choir', 'korean', 'along', 'becomes', 'revealed', 'cope', 'boys', 'go', 'afraid', 'one', 'horrific', 'embarrassment', 'novel', 'comes', 'growing', 'victims', 'boy', 'first', 'friend', 'want', 'membership', 'mental', 'best', 'damage']",8.0,[]
46,46,The Coming Storm,"['situation', 'care', 'lives', 'student', 'previous', 'visit', 'damaged', 'still', 'rejected', 'coming', 'becomes', 'back', 'ending', 'gives', 'male', 'one', 'dinner', 'novel', 'failed', 'rest', 'lesbian', 'actions', 'homosexuality', 'fellow', 'betsy', 'time', 'call', 'teacher', 'beagle', 'tracy', 'struggling', 'favorite', 'hope', 'fiend', 'start', 'friends', 'friendship', 'experiences', 'begins', 'four', 'says', 'school', 'turns', 'dying', 'within', 'unrequited', 'students', 'well', 'storm', 'womanizer', 'early', 'noah', 'revealed', 'house', 'father', 'knowing', 'three', 'oblivious', 'comes', 'away', 'everything', 'english', 'young', 'central', 'boy', 'declared', 'russell', 'friend', 'forbidden', 'history', 'headmaster', 'york', 'future', 'angry', 'paul', 'left', 'homosexual', 'end', 'big', 'starts', 'chance', 'business', 'classic', 'parker', 'relationship', 'run', 'louis', 'faithful', 'relationships', 'leaving', 'happened', 'drama', 'turned', 'hurt', 'implied', 'person', 'trip', 'forge', 'perspective', 'way', 'acting', 'stop', 'around', 'life', 'arthur', 'loving', 'repressed', 'overbearing', 'hires', 'german', 'little', 'met', 'though', 'club', 'iii', 'new', 'wife', 'lost', 'branson', 'goes', 'see', 'kept', 'city', 'suspects', 'contact', 'coke', 'gay', 'experience', 'told', 'married', 'teaching', 'dog', 'shelter', 'full', 'clean', 'repeats', 'happy', 'many', 'popular', 'middle', 'feeling', 'christian', 'negative', 'boys', 'running', 'music', 'illicit', 'home', 'story', 'first', 'troubled', 'gone', 'adults', 'cut', 'crush', 'alpha', 'alone', 'jack', 'best', 'couple', 'love']",7.6,[]
47,47,The Manchurian Candidate,"['appearance', 'overthrow', 'uncovering', 'assassin', 'lives', 'platoon', 'korean', 'card', 'kgb', 'handler', 'begins', 'years', 'saved', 'playing', 'domineering', 'broker', 'johnny', 'mystery', 'another', 'war', 'chinese', 'nightmare', 'states', 'major', 'united', 'back', 'revealed', 'seeing', 'mother', 'coup', 'suffering', 'recurring', 'believe', 'taken', 'rest', 'kidnapped', 'soviet', 'soldier', 'congress', 'infantry', 'sleeper', 'intelligence', 'power', 'senator', 'sergeant', 'marco', 'orders', 'combat', 'awards', 'two', 'working', 'communists', 'puppet', 'brainwashed', 'medal']",3.0,"['thriller', 'mystery', 'fiction']"
48,48,Wifey,"['adult', 'lives', '1970s', 'old', 'period', 'school', 'high', 'address', 'different', 'marriages', 'jersey', 'novel', 'open', 'story', 'husband', 'first', 'bored', 'evidence', 'life', 'time', 'extramarital', 'new', 'decision', 'affair', 'complicated']",6.696428571,['fiction']
49,49,Smart Women,"['trying', 'amusement', 'lives', 'get', 'complex', 'strained', 'starts', 'two', 'relationship', 'story', 'restart', 'next', 'relationships', 'teenage', 'door']",8.0,['fiction']
50,50,Trace,"['niece', 'attack', 'companion', 'years', 'examiner', 'analysis', 'girl', 'parallel', 'virginia', 'safe', 'return', 'keeping', 'chief', 'young', 'request', 'henri', 'former', 'stay', 'clues', 'medical', 'left']",3.0,"['crime', 'fiction']"
51,51,Burnt Offerings,"['captain', 'punishment', 'zombie', 'attack', 'previous', 'police', 'forced', 'refusal', 'role', 'local', 'triumph', 'seize', 'service', 'pack', 'solving', 'take', 'second', 'one', 'heart', 'woman', 'master', 'control', 'burn', 'fire', 'fears', 'powers', 'supernatural', 'powerful', 'killed', 'threatened', 'leadership', 'like', 'arson', 'lover', 'uses', 'together', 'based', 'friendship', 'gabriel', 'attacks', 'four', 'traveler', 'actual', 'turns', 'killing', 'vampires', 'strong', 'rape', 'experiment', 'investigate', 'burnt', 'plans', 'self', 'owner', 'challenges', 'rival', 'location', 'vampire', 'us', 'current', 'god', 'place', 'threatens', 'sabotage', 'former', 'shares', 'faith', 'help', 'member', 'reveals', 'anita', 'bite', 'fernando', 'representatives', 'louis', 'spirit', 'legalization', 'succession', 'romantic', 'united', 'kill', 'combination', 'confront', 'believes', 'thomas', 'servant', 'problems', 'metaphysical', 'hatred', 'roles', 'town', 'scars', 'series', 'council', 'protection', 'life', 'richard', 'swear', 'murderous', 'get', 'ability', 'threaten', 'belle', 'draws', 'city', 'wishes', 'needs', 'setting', 'human', 'attempt', 'full', 'loath', 'winning', 'territory', 'leave', 'many', 'ruler', 'mortal', 'body', 'loyalty', 'studying', 'go', 'pete', 'destroy', 'position', 'mysteries', 'harm', 'themed', 'torture', 'stadium', 'claims', 'leopard', 'rafael', 'first', 'power', 'work', 'come', 'werewolf', 'set', 'balance', 'love']",3.0,"['horror', 'speculative', 'fiction', 'mystery', 'fantasy', 'fiction', 'suspense']"
52,52,Islands in the Stream,"['questioning', 'naval', 'cuba', 'hudson', 'tranquility', 'far', 'summer', 'american', 'distant', 'classic', 'setting', 'image', 'begins', 'receiving', 'cover', 'boat', 'sons', 'reconnaissance', 'village', 'death', 'war', 'painter', 'leave', 'track', 'strict', 'fleeing', 'germans', 'military', 'days', 'island', 'sunken', 'along', 'survivors', 'becomes', 'gun', 'ending', 'three', 'male', 'second', 'internal', 'one', 'thomas', 'destruction', 'novel', 'older', 'patrol', 'hemingway', 'northern', 'us', 'first', 'wounded', 'chapter', 'davis', 'interrupted', 'news', 'children', 'place', 'cynical', 'act', 'finding', 'tidal', 'work', 'routine', 'world', 'character', 'german', 'though', 'archipelago', 'rings', 'two', 'cry', 'outgoing', 'team', 'struggling', 'rey', 'drinking', 'coast', 'final', 'bell', 'stops']",3.0,[]
53,53,The Face,"['women', 'mansion', 'grandiose', 'explosions', 'men', 'escapes', 'match', 'brawl', 'large', 'used', 'pains', 'rejected', 'ore', 'creature', 'thwarted', 'prize', 'atomic', 'order', 'one', 'fetish', 'sightseeing', 'aristocratic', 'older', 'face', 'calls', 'button', 'odd', 'control', 'press', 'lure', 'want', 'world', 'sale', 'garden', 'final', 'demon', 'short', 'uses', 'small', 'outcast', 'begins', 'harsh', 'mine', 'turns', 'within', 'frozen', 'mating', 'well', 'indigenous', 'owner', 'going', 'young', 'rescues', 'inhabitants', 'crime', 'space', 'expression', 'place', 'shares', 'born', 'number', 'clan', 'made', 'courtroom', 'suitor', 'money', 'party', 'kills', 'relationship', 'vagabond', 'bait', 'criminal', 'track', 'lens', 'slim', 'moon', 'prince', 'chase', 'grotesque', 'connected', 'black', 'mining', 'gain', 'stable', 'last', 'next', 'series', 'hanging', 'ironic', 'planet', 'mysterious', 'new', 'law', 'insurance', 'explosive', 'see', 'deprived', 'far', 'brief', 'attempt', 'tracks', 'desert', 'falls', 'home', 'bank', 'company', 'great', 'clue', 'gone', 'cut', 'impound', 'arranged', 'romance', 'restaurant']",8.166666667000001,"['science', 'fiction', 'speculative', 'fiction']"
54,54,Room at the Top,"['responsibility', 'loves', 'raid', 'top', 'pride', 'forced', 'dramatic', 'local', 'live', 'girl', 'scheme', 'becomes', 'take', 'drunken', 'becoming', 'age', 'something', 'battle', 'guilt', 'trace', 'amateur', 'socially', 'year', 'offer', 'social', 'behind', 'pow', 'killed', 'appearance', 'supposedly', 'plays', 'together', 'living', 'make', 'joe', 'found', 'cold', 'air', 'achieve', 'father', 'injured', 'metaphor', 'away', 'everything', 'young', 'captivity', 'friend', 'threatens', 'former', 'wales', 'spite', 'future', 'alice', 'parents', 'stolen', 'man', 'near', 'improvement', 'relationship', 'tongue', 'sex', 'silver', 'treasury', 'starting', 'death', 'sexual', 'crash', 'days', 'exposure', 'orphan', 'clandestine', 'force', 'daughter', 'way', 'seduce', 'town', 'country', 'armed', 'pretty', 'life', 'commitment', '1940s', 'condition', 'nobody', 'new', 'part', 'lifestyle', 'job', 'forces', 'car', 'pass', 'marry', 'ambition', 'childish', 'leave', 'many', 'determined', 'wealthy', 'intelligent', 'book', 'cope', 'late', 'expensive', 'studying', 'home', 'drawn', 'leading', 'drop', 'better', 'first', 'naive', 'people', 'lady', 'remorse', 'jack', 'room', 'couple', 'municipal']",3.0,['fiction']
55,55,Corduroy,"['shoulder', 'mattress', 'upstairs', 'found', 'thinking', 'willing', 'girl', 'guard', 'falls', 'book', 'toy', 'mother', 'notes', 'back', 'trip', 'strap', 'wanted', 'store', 'one', 'bank', 'lisa', 'making', 'comes', 'saying', 'around', 'button', 'story', 'teddy', 'department', 'next', 'hard', 'friend', 'piggy', 'shelf', 'bear', 'furniture', 'missing', 'hugging', 'money', 'goes']",8.5,"['picture', 'book', 'childrens', 'literature']"
56,56,Death in Holy Orders,"['inherit', 'suspicion', 'college', 'student', 'relationship', 'closed', 'run', 'begins', 'dr', 'summoning', 'death', 'local', 'students', 'well', 'london', 'falls', 'saint', 'fathers', 'fact', 'case', 'forensic', 'father', 'one', 'closure', 'present', 'murders', 'son', 'evidence', 'time', 'capacity', 'cupboard', 'teacher', 'two', 'lecturer']",8.0,"['crime', 'fiction', 'mystery']"
57,57,The Skull Beneath the Skin,"['acclaimed', 'plays', 'sir', 'castle', 'receiving', 'leaving', 'war', 'death', 'engaged', 'duchess', 'form', 'played', 'island', 'solving', 'performance', 'main', 'dorset', 'weekend', 'deal', 'actress', 'gray', 'world', 'ii', 'george']",6.0,"['crime', 'fiction', 'mystery', 'fiction']"
